ID;Überschrift;Kurztext;Text;Linien;Startdatum;Enddatum;Quelle;Anhänge;Links;Bild;Kategorien;Nachrichtentypen;Zeitstempel;Betroffene Haltestellen;Aktualisierungszeit
fbeb188e-b6f0-427d-8353-ba4f78d3755c;zwischen Renningen und Böblingen, es kommt zu Beeinträchtigungen;Auf der S60 kommt es zu Beeinträchtigungen. ;<p>Die Strecke zwischen Renningen und Böblingen ist unterbrochen. Der Grund ist ein defektes Stellwerk. Deshalb können die S-Bahnen der <strong>S60 </strong>nicht wie geplant verkehren.</p><p></p><p>Aktuell ist kein Zugverkehr zwischen Renningen und Böblingen möglich.</p><p></p><p>Wir haben für Sie einen Ersatzverkehr mit Bussen zwischen Renningen und Böblingen eingerichtet. Dieser wird von der Firma FMO durchgeführt.</p><p></p><p>Über die Dauer der Beeinträchtigung liegen uns leider noch keine Informationen vor.</p><p></p><p>Bitte prüfen Sie weiterhin Ihre Reiseverbindung online, um auch über kurzfristige Änderungen sich zu informieren. Bitte achten Sie auch auf Lautsprecheransagen und Anzeigen an den Bahnsteigen und Zügen.</p>;S 60;2025-09-20T20:50:29.092;2025-09-21T03:00:00;RisDisruptions;;;https://assets-ri.extranet.deutschebahn.com/regio_sbahn_stuttgart/2025-09-20/4af17bd7-1ad2-4549-8724-629daeb8c079reisendenkarte_20250920-205248.png;isInTimeInterval, isWeekend;1;2025-09-20T21:29:56.104427;8005001, 8003807, 8003834, 8005574, 8003808, 8000313, 8001055;2025-09-20T23:30:17.734396
446a247b-65f4-4444-960c-f1c01e5814e0;Ludwigsburg <> Stuttgart Nordbahnhof: Haltausfälle und Ersatzverkehr mit Bussen;In den Nächten von 28. September bis 8. Oktober finden zwischen Ludwigsburg und Stuttgart Nordbahnhof Schienenschleifarbeiten statt. Es kommt zeitweise zu folgenden Einschränkungen:;"<p><strong>In den Nächten 30. September und 1. Oktober, jeweils zwischen 4 Uhr und 4.20 Uhr</strong></p><ul><li>Die <strong>Linien S4 und S5</strong> <strong>Richtung Stuttgart Schwabstraße</strong> hält nicht in Kornwestheim und Feuerbach.</li></ul><p><strong>In den Nächten 30. September und 1. Oktober, jeweils zwischen 22 Uhr und 0.10 Uhr</strong></p><ul><li>Die <strong>Linie S4 Richtung Marbach(N)/Backnang</strong> hält nicht in Feuerbach.</li><li>Die <strong>Linie S5 Richtung Bietigheim-Bissingen</strong> hält nicht in Feuerbach.</li></ul><p><strong>In den Nächten 1. Oktober und 2. Oktober, jeweils zwischen 0 Uhr und 1.20 Uhr</strong></p><ul><li>Die&nbsp;<strong>Linie S4 Richtung Marbach(N)/Backnang</strong>&nbsp;hält nicht in Feuerbach.</li><li>Die <strong>Linie S5 Richtung Bietigheim-Bissingen</strong> hält nicht in Feuerbach.</li></ul><p><strong>In den Nächten 5. bis 7. Oktober, jeweils ab 22 Uhr bis 0.20 Uhr</strong></p><ul><li>Die <strong>Linien S4 und S5</strong> <strong>Richtung Stuttgart Schwabstraße</strong> hält nicht in Kornwestheim und Feuerbach.</li></ul><p><strong>Ersatzverkehr mit Bussen in der Nacht 30. September und 1. Oktober</strong></p><ul><li><strong>S4E </strong>(zur Flughafenfrühanbindung) Ludwigsburg Bahnhof/ZOB, Bussteig 18 (Abfahrt 3.48 Uhr) nach Stuttgart-Zuffenhausen (Ankunft 4.12 Uhr)</li></ul><p>Bitte nutzen Sie alternativ die S-Bahnen der Gegenrichtung bzw. die Stadtbusse und Stadtbahnen der SSB.</p><p>Bitte berücksichtigen Sie diese Abweichungen bei Ihrer Reiseplanung und informieren Sie sich vorab über Ihre Reiseverbindungen. Um keine kurzfristigen Änderungen zu verpassen, informieren Sie sich bitte auch unmittelbar vor Fahrtantritt in den digitalen Reiseauskunftsmedien unter&nbsp;bahn.de&nbsp;oder in der App DB Navigator.</p>";S 4, S 5;2025-09-28T22:00:00;2025-10-08T04:00:00;RisDisruptions;Fahrplan Ersatzverkehr S4E_Ludwigsburg-Zuffenhausen.pdf;Weitere Informationen;https://assets-ri.extranet.deutschebahn.com/regio_sbahn_stuttgart/2025-09-19/8bd0d8d7-6554-4ea8-8e8f-169b7daee63breisendenkarte_20250910-112949.png;;2;2025-09-20T21:29:56.104427;8000235, 8003411, 8005770, 8005778, 8005767;2025-09-20T23:30:17.734430
4e02cbc1-53ef-479d-b709-fc07f948e484;Bad Cannstatt <> Esslingen(N): Haltausfälle und Ersatzverkehr mit Bussen;Von Montag, 20. Oktober, bis Freitag, 31. Oktober 2025 finden jeweils in den Nächten zwischen 20. bzw. 22 Uhr und 4 Uhr Arbeiten an der Leit- und Sicherungstechnik zwischen Bad Cannstatt und Esslingen(N) statt.;"<p><strong>20.10. von 20 Uhr bis 22 Uhr</strong></p><ul><li>Die <strong>Linie S1 Richtung Herrenberg</strong> hält nicht in Obertürkheim, Untertürkheim und Neckarpark.</li><li>Die <strong>Linie S1 Richtung Kirchheim(T) </strong>hält nicht in Neckarpark und Obertürkheim.</li></ul><p><strong>20.10. bis 23.10, jeweils 22 Uhr bis 4 Uhr sowie 27.10. bis 30.10., jeweils 22 Uhr bis 4 Uhr</strong></p><ul><li>Die <strong>Linie S1 Richtung Herrenberg</strong> hält nicht in Mettingen, Obertürkheim, Untertürkheim und Neckarpark.</li><li>Die <strong>Linie S1 Richtung Kirchheim(T) </strong>hält nicht in Neckarpark und Obertürkheim.</li></ul><p>Zwischen Bad Cannstatt und Esslingen(N) verkehrt <strong>ein Ersatzverkehr mit Bussen (S1E)</strong>.</p><p>Bitte beachten Sie, dass diese Bauarbeiten von 29. November bis 1. Dezember 2025 fortgesetzt werden.</p><p>Im genannten Zeitraum kommt es zu weiteren baubedingten Einschränkungen auf der Linie S1. Bitte berücksichtigen Sie diese Abweichungen bei Ihrer Reiseplanung und informieren Sie sich vorab über Ihre Reiseverbindungen. Um keine kurzfristigen Änderungen zu verpassen, informieren Sie sich bitte auch unmittelbar vor Fahrtantritt in den digitalen Reiseauskunftsmedien unter&nbsp;bahn.de&nbsp;oder in der App DB Navigator.</p>";S 1;2025-10-20T20:00:00;2025-10-31T04:00:00;RisDisruptions;Fahrplan Ersatzverkehr S1E Bad Cannstatt–Esslingen.pdf;Weitere Informationen;https://assets-ri.extranet.deutschebahn.com/regio_sbahn_stuttgart/2025-09-19/2e0140c9-74b8-44f2-8eec-342a7b7e4b5areisendenkarte_20250919-143436.png;;2;2025-09-20T21:29:56.104427;8001920, 8006743, 8005769, 8001921, 8005775, 8005772;2025-09-20T23:30:17.734476
acca0a3c-e61f-49e0-be78-42dc20e41b6b;Schorndorf – Bad Cannstatt: Zug- und Haltausfälle;In der Nacht 20./21. Oktober 2025 von 22.00 Uhr bis 5.00 Uhr finden zwischen Schorndorf und Fellbach Instandhaltungsarbeiten statt.;"<ul><li><strong>Einzelne Züge der</strong> <strong>Linie S2</strong> fallen zwischen Bad Cannstatt und Schorndorf aus.</li><li><strong>Einzelne Züge der S2 Richtung Filderstadt</strong> halten nicht in Fellbach.</li></ul><p>Reisealternative: Linie S3 von/nach Fellbach bzw. die MEX-Züge ab/bis Schorndorf.</p><p>Bitte berücksichtigen Sie diese Abweichungen bei Ihrer Reiseplanung und informieren Sie sich vorab über Ihre Reiseverbindungen. Um keine kurzfristigen Änderungen zu verpassen, informieren Sie sich bitte auch unmittelbar vor Fahrtantritt in den digitalen Reiseauskunftsmedien unter&nbsp;bahn.de&nbsp;oder in der App DB Navigator.</p>";S 2;2025-10-20T22:00:00;2025-10-21T05:00:00;RisDisruptions;;Weitere Informationen;https://assets-ri.extranet.deutschebahn.com/regio_sbahn_stuttgart/2025-09-19/49355eb0-8773-4f68-a564-cf383bbb3ba2reisendenkarte_20250908-103615.png;isInTimeInterval, isWeek;2;2025-09-20T21:29:56.104427;8006485, 8002240, 8000934, 8005726, 8005774, 8005157, 8006277, 8001974, 8001785, 8002448, 8000180, 8005424;2025-09-20T23:30:17.734515
